Authors;Title;Abstract;Author Keywords
"Stylos J., Myers B.A.";"The implications of method placement on API learnability";"To better understand what makes Application Programming Interfaces (APIs) hard to use and how to improve them, recent research has begun studying programmers' strategies and use of APIs. It was found that method placement - - on which class or classes a method is placed - - can have large usability impact in object-oriented APIs. This was because programmers often start their exploration of an API from one ""main"" object, and were slower finding other objects that were not referenced in the methods of the main object. For example, while mailServer.send(mailMessage) might make sense, if programmers often begin their API explorations from the MailMessage class, then this makes it harder to find the MailServer class than the alternative mailMessage. send(mailServer). This is interesting because many real APIs place methods essential to common objects on other, helper objects. Alternate versions of three different APIs were compared, and it was found that programmers gravitated toward the same starting classes and were dramatically faster - - between 2 to 11 times - - combining multiple objects when a method on the starting class referred to the other class. © 2008 ACM.";"APIs, Documentation, Frameworks, Libraries, Usability, User studies"
"Wagner S., Nielsen C.C.";"Usability and implementation experiences with cots products used as a distributed client platform";"This paper conveys some of the experiences with using commercial of the-shel (COTS) products as clients to Bluetooth enabled devices, which have no user interface of their own, but relies on the COTS products for user interaction. The COTS devices used include several different vendors' models of the Microsoft Pocket PCplatform (also known as Windows Mobile Professional or Classic) running NET Compact Framework, as well as a number of different models of Java enabled cell phones from Nokia, Siemens and Sony-Ericsson. The specific case study is with the Taxmaster4 Windows Mobile product used with BMW automobiles as a driving log application. The paper concludes that many usability problems exist when using COTS products. These may to some extend be overcome by pragmatic design decisions, but it is necessary that the COTS products hardware platform and application programming interfaces should become better suited to support distributed user interfaces than is the case today. This includes better support for basic user interface elements as well as supporting Bluetooth and other wireless technologies more reliably. These issues should be addressed by the vendors and manufactures of these platforms, not the application programmers. © 2008 IEEE.";"Bluetooth, cell phone, COTS, HCI, Mobile computing, PDA, Pervasive computing, Pocket PC, Usability, Windows Mobile, Wireless, activeSync"
"Eggen R., Jones C., Eggen M.";"Ruby, PHP, Perl, Python: A web efficiency comparison";"In our modern world with so much emphasis being placed on the web and on web services it is fitting to evaluate the most popular web based API for speed, usability, reliability and general over all productivity. This paper seeks to analyze and demarcate Ruby, Perl, Python, and PHP. Several web services are simultaneously requested via the Apache web server. The server accesses scripts in each language to generate data served to the client. Attention is given to ease of use, programmer difficulty, and performance of the applications once completed. A client-server scenario is constructed, timings are taken, and appropriate conclusions drawn.";"Perl, PHP, Python, Ruby, Web services"
"Tan Y.K.A., Kwoh L.K., Ong S.H.";"Texture mapping of 3-D building models using pose estimation of digital photographs";"A virtual 3-D city is a sophisticated application of geo-informatics systems as it is a representation of layouts, activities and functionalities of a real-world community. It is an integrated effort in the fields of computer graphics, remote sensing and engineering to model the appearance and dynamics of the real world. The primary aim is to introduce a feasible, yet compelling representation of the city in the virtual world. It will be an attractive option to view and explore the building architecture of the past, present and future without being encumbered by the constraints of reality. Visualization of city models in a virtual environment is a combination of many challenging and laborious tasks, one of which is the texturing of building models façade. To improve the overall photo-realistic quality and usability of the visualization platform, we can texture the building façade with oblique-view terrestrial digital photographs taken using commercially available cameras. This paper will show that we can automatically extract the building façade textures after pose estimation of the acquired image is done. The OpenGL camera must be properly initialized with the intrinsic parameters of the actual camera before pose estimation. After which the actual camera's location and orientation can be estimated directly by matching the relative pose between the rendered 3-D scene geometry and the information from the acquired image. It is important to obtain a good estimate of the camera's pose as the recovered parameters would affect the accuracy of extracted façade textures. A test example will be used to demonstrate the system of performing texture mapping using series of close-range photographs after pose estimation was carried out.";"Building, Photo-realism, Texture, Virtual reality, Visualization"
"Beaton J., Jeong S.Y., Xie Y., Stylos J., Myers B.A.";"Usability challenges for enterprise service-oriented architecture APIs";"An important part of many programming tasks is the use of libraries and other forms of Application Programming Interfaces (APIs). Programming via web services using a Service-Oriented Architecture (SOA) is an emerging form of API usage. Web services in a business context (called enterprise SOA or E-SOA) add additional complexity in terms of the number of the services, the variety of internal data structures, and service interdependencies. After altering existing Human-Computer Interaction (HCI) methodologies to address the unique context of software development for SOA, we evaluated a large E-SOA API and identified many usability challenges. Prominent results include difficulties developers encountered while assembling data structures in web service parameters, cycles of errors due to unclear control parameters within data structures, and difficulties with understanding long identifier names. We recommend a tolerance for unspecified objects in automatically-generated web service proxy code, consistent data structures in parameters across services, and encoding optional namespace schemes into WSDL files. © 2008 IEEE."
"Stylos J., Graf B., Busse D.K., Ziegler C., Ehret R., Karstens J.";"A case study of API redesign for improved usability";"As software grows more complex, software developers' productivity is increasingly defined by their ability to effectively reuse code. Even APIs (application programming interfaces) and other code explicitly intended for reuse are often difficult and time consuming for developers to use. This paper describes the user-centered design and evaluation process we evolved in redesigning SAP's BRFplus - a business rules engine, whose API was created for platform development, but which is now also increasingly being used by application developers - even though it was not initially designed with their specific needs in mind. Our API redesign attempts to take both the initial as well as the new emergent user requirements into account. A usability evaluation of our proposed changes to the API suggests that our user-centered design process was successful in helping to create an API that significantly improved users' productivity and better matches the different users' needs. © 2008 IEEE."
"Lobato C., Garcia A., Romanovsky A., Lucena C.";"An aspect-oriented software architecture for code mobility";"Mobile agents have come forward as a technique for tackling the complexity of open distributed applications. However, the pervasive nature of code mobility implies that it cannot be modularized using only object-oriented (OO) concepts. In fact, developers frequently evidence the presence of mobility scattering in their system's modules. Despite these problems, they usually rely on OO application programming interfaces (APIs) offered by the mobility platforms. Such classical API-oriented designs suffer a number of architectural restrictions, and there is a pressing need for empowering developers with an architectural framework supporting a flexible incorporation of code mobility in the agent applications. This work presents an aspect-oriented software architecture, called ArchM, ensuring that code mobility has an enhanced modularization and variability in agent systems, and is straightforwardly introduced in otherwise stationary agents. It addresses OO APIs' restrictions and is independent of specific platforms and applications. An ArchM implementation also overcomes fine-grained problems related to mobility tangling and scattering at the implementation level. The usefulness and usability of ArchM are assessed within the context of two case studies and through its composition with two mobility platforms. Copyright © 2008 John Wiley & Sons, Ltd.";"Aspect-oriented software development, Mobile agents, Reuse"
"Ratiu D., Jürjens J.";"Evaluating the reference and representation of domain concepts in APIs";"As libraries are the most widespread form of software reuse, the usability of their APIs substantially influences the productivity of programmers in all software development phuses. In this paper we develop a framework to characterize domain-specific APIs along two directions: 1) how can the API users reference the domain concepts implemented by the API, 2) how are the domain concepts internally represented in the API. We define metrics that allow the API developer for example to assess the conceptual complexity of his API and the non-uniformity and ambiguities introduced by the API's internal representations of domain concepts, which makes developing and maintaining software that uses the library difficult and error-prone. The aim is to be able to predict these difficulties already during the development of the API, and based on this feedback be able to develop better APIs up front, which will reduce the risks of these difficulties later. © 2008 IEEE."
"Bellotti F., Berta R., Margarone M., De Gloria A.";"oDect: an RFID-based object detection API to support applications development on mobile devices";"The RFID technology is becoming ever more popular in the development of ubiquitous computing applications. A full exploitation of the RFID potential requires the study and implementation of human-computer interaction (HCI) modalities to be able to support wide usability by the target audience. This implies the need for programming methodologies specifically dedicated to support the easy and efficient prototyping of applications to have feedback from early tests with users. On the basis of our field-working experience, we have designed oDect, a high-level language and platform-independent application programming interface (API), ad hoc designed to meet the needs of typical applications for mobile devices (smart phones and PDAs). oDect aims at allowing application developers to create their prototypes focusing on the needs of the final users, without having to care about the low-level software that interacts with the RFID hardware. Further, in an end-user developing (EUD) approach, oDect provides specific support for the application end-user herself to cope with typical problems of RFID applications in detecting objects. We describe in detail the features of the API and discuss the findings of a test with four programmers, where we analyse and evaluate the use of the API in four sample applications. We also present results of an end-user test, which investigated strengths and weaknesses of the territorial agenda (TA) concept. The TA is an RFID-based citizen guide that aids-through time- and location-based reminders-users in their daily activities in a city. The TA directly exploits EUD features of oDect, in particular concerning the possibility of linking detected objects with custom actions. Copyright © 2008 John Wiley & Sons, Ltd.";"Context awareness, Development tools, HCI with mobile devices, Interaction styles, Mobile applications, Programming languages, RFID, User interfaces, Wireless sensor networks"
"González-Vélez H., Cole M.";"An adaptive parallel pipeline pattern for grids";"This paper introduces an adaptive parallel pipeline pattern which follows the GRASP (Grid-Adaptive Structured Parallelism) methodology. GRASP is a generic methodology to incorporate structural information at compile time into a parallel program that enables it to adapt automatically to dynamic variations in resource performance. GRASP instruments the pipeline with a series of pragmatic rules, which depend on particular performance thresholds based on the computation/communication patterns of the program and the availability of resources in the grid. Our parallel pipeline pattern is implemented as a parameterisable C/MPI API using a variable-size input data vector and a stage function array. We have evaluated its efficiency using a numerical benchmark stage function in a non-dedicated computational grid environment. ©2008 IEEE.";"Algorithmic skeletons, Grid computing, Grid resource management, Parallel patterns, Parallel programming, Structured parallelism"
"Hoefler T., Lumsdaine A.";"Optimizing non-blocking collective operations for InfiniBand";"Non-blocking collective operations have recently been shown to be a promising complementary approach for overlapping communication and computation in parallel applications. However, in order to maximize the performance and usability of these operations it is important that they progress concurrently with the application without introducing CPU overhead and without requiring explicit user intervention. While studying non-blocking collective operations in the context of our portable library (libNBC), we found that most MPI implementations do not sufficienctly support overlap over the InfiniBand network. To address this issue, we developed a low-level communication layer for libNBC based on the Open Fabrics InfiniBand verbs API. With this layer we are able to achieve high degrees of overlap without the need to explicitly progress the communication operations. We show that the communication overhead of parallel application kernels can be reduced up to 92% while not requiring user intervention to make progress. ©2008 IEEE."
"Ivanyukovich A., Marchese M., Giunchiglia F.";"ScienceTreks: An autonomous digital library system";"Purpose - The purpose of this paper is to provide support for automation of the annotation process of large corpora of digital content. Design/methodology/approach - The paper presents and discusses an information extraction pipeline from digital document acquisition to information extraction, processing and management. An overall architecture that supports such an extraction pipeline is detailed and discussed. Findings - The proposed pipeline is implemented in a working prototype of an autonomous digital library (A-DL) system called ScienceTreks that: supports a broad range of methods for document acquisition, does not rely on any external information sources and is solely based on the existing information in the document itself and in the overall set in a given digital archive, and provides application programming interfaces (API) to support easy integration of external systems and tools in the existing pipeline. Practical implications - The proposed A-DL system can be used in automating end-to-end information retrieval and processing, supporting the control and elimination of error-prone human intervention in the process. Originality/value - High quality automatic metadata extraction is a crucial step in the move from linguistic entities to logical entities, relation information and logical relations, and therefore to the semantic level of digital library usability. This in turn creates the opportunity for value-added services within existing and future semantic-enabled digital library systems. © Emerald Group Publishing Limited.";"Automation, Digital libraries, Information retrieval, Library systems"
"Krumsiek J., Friedel C.C., Zimmer R.";"ProCope - Protein complex prediction and evaluation";"Recent advances in high-throughput technology have increased the quantity of available data on protein complexes and stimulated the development of many new prediction methods. In this article, we present ProCope, a Java software suite for the prediction and evaluation of protein complexes from affinity purification experiments which integrates the major methods for calculating interaction scores and predicting protein complexes published over the last years. Methods can be accessed via a graphical user interface, command line tools and a Java API. Using ProCope, existing algorithms can be applied quickly and reproducibly on new experimental results, individual steps of the different algorithms can be combined in new and innovative ways and new methods can be implemented and integrated in the existing prediction framework. © The Author 2008. Published by Oxford University Press. All rights reserved."
"Homan M., Amor R., Tempero E.";"Indexing the Java API using source code";"The basic idea behind software reuse is that software developers use reusable components found in software repositories to reduce the amount of code that has to be written and so increase productivity. A problem arises, however, if the repository is too big - it becomes difficult to find relevant components. What is needed is an effective means to query repositories. Most approaches to developing such means involves creating a good index to which the queries can be applied. Developing a good index requires identifying the relevant information on which to base the index. In this paper, we present the results of a project that used source code as the basis for the index. © 2008 IEEE.";"Java standard API, Reuse, Software repositories, Source code analysis"
"Vaughan R.";"Massively multi-robot simulation in stage";"Stage is a C++ software library that simulates multiple mobile robots. Stage version 2, as the simulation backend for the Player/Stage system, may be the most commonly used robot simulator in research and university teaching today. Development of Stage version 3 has focused on improving scalability, usability, and portability. This paper examines Stage's scalability. We propose a simple benchmark for multi-robot simulator performance, and present results for Stage. Run time is shown to scale approximately linearly with population size up to 100,000 robots. For example, Stage simulates 1 simple robot at around 1,000 times faster than real time, and 1,000 simple robots at around real time. These results suggest that Stage may be useful for swarm robotics researchers who would otherwise use custom simulators, with their attendant disadvantages in terms of code reuse and transparency. © Springer Science + Business Media, LLC 2008.";"Multi-robot, Player/stage, Simulation, Stage, Swarm"
"Balakrishnan G., Reps T.";"Analyzing stripped device-driver executables";"This paper sketches the design and implementation of Device-Driver Analyzer for x86 (DDA/x86), a prototype analysis tool for finding bugs in stripped Windows device-driver executables (i.e., when neither source code nor symbol-table/debugging information is available), and presents a case study. DDA/x86 was able to find known bugs (previously discovered by source-code-based analysis tools) along with useful error traces, while having a reasonably low false-positive rate. This work represents the first known application of automatic program verification/analysis to stripped industrial executables, and allows one to check that an executable does not violate known API usage rules (rather than simply trusting that the implementation is correct). © 2008 Springer-Verlag Berlin Heidelberg."
"Kurzyniec D., Sunderam V., Sławińska M.";"REVENTS: Facilitating event-driven distributed HPC applications";"Modern scientific applications that need to share geographically scattered resources and dynamically adapt to changes in the environment pose challenges to traditional parallel and distributed programming paradigms. Distributed component frameworks attempt to address the demands of contemporary HPC applications by enabling coarse-grained decomposition and loose coupling. Nonetheless, components usually communicate via synchronous RPC, which is not suitable for interactive applications. This paper introduces a novel distributed event notification system, called REVENTS, which enables both synchronous and decentralized asynchronous component interactions. The REVENTS system is based on a topic-list publisher-subscriber model. It integrates and enhances common technologies for messaging, events, and group communication. The article introduces the REVENTS API, its reference implementation, and its application in the H2O metacomputing framework. Presented experimental results confirm REVENTS' usability in distributed HPC scenarios. © 2008 Springer-Verlag Berlin Heidelberg.";"Distributed event system, Loosely coupled system, Middleware"
"Fink S.J., Yahav E., Dor N., Ramalingam G., Geay E.";"Effective typestate verification in the presence of aliasing";"This article addresses the challenge of sound typestate verification, with acceptable precision, for real-world Java programs. We present a novel framework for verification of typestate properties, including several new techniques to precisely treat aliases without undue performance costs. In particular, we present a flow-sensitive, context-sensitive, integrated verifier that utilizes a parametric abstract domain combining typestate and aliasing information. To scale to real programs without compromising precision, we present a staged verification system in which faster verifiers run as early stages which reduce the workload for later, more precise, stages. We have evaluated our framework on a number of real Java programs, checking correct API usage for various Java standard libraries. The results show that our approach scales to hundreds of thousands of lines of code, and verifies correctness for 93% of the potential points of failure. © 2008 ACM.";"Alias analysis, Program verification, Typestate"
"Song Y., Tanaka Y., Nakada H., Sekiguchi S.";"Towards simplifying grid enablement for scientific applications";"It is very complex to implement and execute grid applications in a dynamic grid environment due to scale and heterogeneity. Consequently, we propose a solution to lower the barrier to implement and execute grid applications in this paper. In order to facilitate adapting scientific applications to a grid environment, GridRPC has been standardized by OGF (Open Grid Forum) for remote procedure calls over the grid. However, the GridRPC standard defines API in C only, while most scientific and engineering applications are implemented in Fortran. To avoid the cumbersome development of Fortran wrappers for such applications, we then have proposed GricRPC Fortran90 bindings and implemented the Fortran90 API based on Ninf-G which is one of the reference implementations of the GridRPC standard. As for the execution, we have developed a resource allocator called GRPLib. The GRPLib can provide applications with availability-guaranteed and reliability-evaluated resources, which frees users from dealing with faults to some extent during executions. A framework which combines the Ninf-G and GRPLib in Fortran90 has also been developed. This framework has been successfully used to gridify a Fortran application called MD/QM (molecular dynamics/quantum mechanical application) simulation program. This paper therefore presents the Fortran90 bindings of the GridRPC, describes the GRPLib, discusses the integrated framework, reports a case study, and concludes the simplicity and usability of this solution. © 2008 Global Information Publisher (H.K) Co., Limited. All rights reserved."
"Yang Y., Chen X., Gopalakrishnan G., Kirby R.M.";"Distributed dynamic partial order reduction based verification of threaded software";"Runtime (dynamic) model checking is a promising verification methodology for real-world threaded software because of its many features, the prominent ones being: (i) it avoids the need to extract a model and instead runs the actual code, and (ii) the precision of information available at run-time allows techniques such as dynamic partial order reduction (DPOR) [1] to dramatically cut down the number of interleavings examined. Unfortunately, DPOR does not have many implementations for real thread libraries such as POSIX Pthreads, and suffers from high computational overheads due to a stateless search that requires re-executions. In our previous work [2], we designed a runtime model checker, inspect, that overcomes the first of these drawbacks. Inspect has been shown capable of detecting data races, deadlocks and other incorrect API usages in real-world PThreads C programs. In this paper, we describe a distributed version of inspect, which implements an extended DPOR algorithm. Our two key contributions are: (i) a practical algorithm for distributed dynamic partial order reduction, (ii) the innovations that helped distributed inspect attain nearly linear (with respect to the number of CPUs) speedup on realistic examples. © Springer-Verlag Berlin Heidelberg 2007."
"Jian S., Wei G.";"Development of routing application of SCA-based software defined radio";"Software Communications Architecture (SCA) has become the standard framework followed by the current developing software defined radios (SDR) all over the world. So it is significant for us to develop some essential applications in such an SCA-based SDR. In this paper, we propose an implementation scheme of routing application based on SCA. First, the framework and functions of SCA are introduced briefly. In the following, routing technology is discussed in such a software radio network with multi-layer dynamic topology. Based on SCA, the system architecture on which the routing application depends is presented. We put emphasis on the design of routing components and application program interface (API). Using a sequence diagram, the interaction among Routing Selection Component, Adaptive Channel Selection Component and MAC Components, is shown clearly. ©2006 IEEE."
"Lee S.-Y., Choi B.-U.";"Certification tools of ubiquitous mobile platform";"The Wireless Internet Platform for Interoperability (WIPI) is a wireless Internet standard platform in Korea. The WIPI is composed of four main parts including the hardware abstraction layer (HAL), a runtime engine, and two standard application programming interfaces (APIs, WIPI-C and WIPIJava). A certification process is required to ensure the interoperability of the developed WIPI platform. In this paper, we propose the platform certification toolkit (PCT) and HAL certification toolkit (HCT) as WIPI specification certification tools. The PCT certifies the functions of the platform and standard APIs, whereas The HCT certifies the HAL API. Users can find precisely where an error occurred by using the tools, which facilitate the debugging processes and reduce development time. We describe the architecture of the PCT and the HCT and show the implementations. And, we introduce the case study applying them to the real WIPI reference implementations. © Springer-Verlag Berlin Heidelberg 2007.";"Certification tool, HAL, HCT, PCT, Platform, WIPI"
"Acharya M., Xie T., Pei J., Xu J.";"Mining API patterns as partial orders from source code: From usage scenarios to specifications";"A software system interacts with third-party libraries through various APIs. Using these library APIs often needs tofollow certain usage patterns. Furthermore, ordering rules (specifications) exist between APIs, and these rules govern the secure and robust operation of the system using these APIs. But these patterns and rules may not be well documented by the API developers. Previous approaches mine frequent association rules, itemsets, or subsequences that capture API call patterns shared by API client code. However, these frequent API patterns cannot completely capture some useful orderings shared by APIs, especially when multiple APIs are involved across different procedures. In this paper, we present a framework to automatically extract usage scenarios among user-specified APIs as partial orders, directly from the source code (API client code). We adapt a model checker to generate interprocedural control-flow-sensitive static traces related to the APIs of interest. Different API usage scenarios are extracted from the static traces by our scenario extraction algorithm and fed to a miner. The miner summarizes different usage scenarios as compact partial orders. Specifications are extracted from the frequent partial orders using our specification extraction algorithm. Our experience of applying the framework on 72 X11 clients with 200K LOC in total has shown that theextracted API partial orders are useful in assisting effective API reuse and checking. Copyright 2007 ACM.";"API patterns, Mining, Partial orders, Specification, Usage scenarios"
"Kitagawa H., Watanabe Y.";"Stream data management based on integration of a stream processing engine and databases";"Recent developments in network and sensor device technologies enable us to easily obtain real-world information, such as locations of moving objects, weather information, news, and stock prices. These data are continuously supplied, and they are regarded as data streams. Because of the dramatical increase of streaming data, their management and utilization has become more and more important. This paper describes a data stream management system named Harmonica. Harmonica employs an architecture combining our stream processing engine named Stream-Spinner and relational DBMSs. Based on the architecture, the system processes both continuous queries and traditional one-shot queries. Moreover, Harmonica supports continuous persistence requirements for streaming data as well as queries including selection, join, projection, and user-defined functions over data streams. Users can also specify continuous queries that integrate streaming data and persistent data stored in databases. Using the Harmonica API, users can develop a variety of applications coping with different continuous steaming data and data stored in databases. Our system can be deployed in network environments to achieve efficient and dependable distributed stream processing. © 2007 IEEE."
"Stylos J., Myers B.";"Mapping the space of API design decisions";"When creating new application programming interfaces (APIs), designers must make many decisions. These decisions affect the quality of the resulting APIs in terms of performance (such as speed and memory usage), power (expressiveness, extensibility and evolvability) and usability (learnability, productivity and error prevention). Experienced API designers have written recommendations on how to design APIs, offering their opinions on various API design decisions. Additionally, empirical research has begun to measure the usability tradeoffs of specific design decisions. While previous work has offered specific suggestions, there has not been a clear description of the design space of all possible API design decisions, or the quality attributes that these decisions affect. This paper puts existing API design recommendations into context by mapping out the space of API design decisions and API quality attributes. © 2007 IEEE."
"Xu G., Lu F., Yu H., Xu Z.";"A distributed parallel computing environment for bioinformatics problems";"Certain bioinformatics research, such as sequence alignment, alternative splicing, protein function/structure prediction, gene identify, bio-chip data analysis, and so on, requires massive computing power, which is hardly available in a single computing node. In order to facilitate bioinformatics research, we have designed and implemented a distributed and parallel computing environment with grid technology, in which, biologists can solve bioinformatics problems using distributed computing resources in parallel and reduce execution time. In this environment, the computing power and program information of computing nodes are described with XML documents. A web service named Local Resource Management Service is deployed on each computing node so that the distributed resources can be accessed in a uniform manner. With an API suite, biologists can use distributed computing resources in parallel easily in their applications. Further more, users can monitor the status of distributed resources dynamically on the portal. A real use case of alternative splicing is also presented, through which we have analyzed the usability, efficiency, and stability of the environment. ©2007 IEEE."
"Woemdl W., Yousef H.";"An adaptation manager for personalized mobile web searches";"Context-aware and personalized information access becomes more and more important, especially in a mobile scenario. In this paper, we present an Adaptation Manager which customizes Web searches to a user's context and profile attributes. The approach allows for reuse of personal information for different services such as the Google Web Service API. We identify personalization components as parts of our Adaptation Manager and explain the design of the system. We have also implemented the most important parts of the system and thereby show the usability of the approach. Our solution is extensible, for example to incorporate a rule system to (semi-)automatically switch between services.";"Context, Context-aware applications, Mobile web, Personalization, User profile, Web searches"
"Lim S.C., Lowe S., Koempel J.";"Application of visual programming to Web mash up development";"The ongoing adoption of the latest Web development patterns such as AJAX is helping to enhance the user experience on the Web. Moreover, there is now API-based support from various vendors that allow seamless fusion of disparate data sources into a single application. However, the barrier for Web designers to integrate such features into their Web applications remains high. This hampers a wider proliferation of such novel Web applications. In this paper, we conduct an experiment to see whether visual programming is appropriate for allowing Web designers integrate the aforementioned features. For the experiment, we have developed a prototype, tentatively named WIPER that allows Web designers to incorporate pre-built JavaScript components into live Web pages using drag-and-drop. We combined rapid revision with usability testing to iteratively advance our prototype. Working with users, we have learned that with some targeted refinements, visual programming paradigm can be very effective in achieving our goal. © Springer-Verlag Berlin Heidelberg 2007.";"Dataflow architecture, End-user programming, JavaScript, Rapid prototyping, Visual programming"
"Juanjuan J., Koskinen J., Ruokonen A., Systä T.";"Constructing usage scenarios for API redocumentation";"Software development relies heavily on reusable libraries and software components. For correct use of the provided API, proper documentation is needed. API usage is often demonstrated by giving example applications and code samples. In this paper we propose an approach for mining such usage scenarios from run-time communication between sample applications and the API. This is done automatically by first monitoring the API usage of sample applications, then filtering the generated traces, and finally synthesizing the sequence diagrams and illustrating them in a well-formed way as UML2 sequence diagrams. Such usage scenarios support the software engineer in comprehending the usage of the API. With proper tool support they can also be used for validating other applications ' API usage and for generating code for a new application using the same API. ©2007 IEEE."
"Ellis B., Stylos J., Myers B.";"The factory pattern in API design: A usability evaluation";"The usability of software APIs is an important and infrequently researched topic. A user study comparing the usability of the factory pattern and constructors in API designs found highly significant results indicating that factories are detrimental to API usability in several varied situations. The results showed that users require significantly more time (p = 0.005) to construct an object with a factory than with a constructor while performing both context-sensitive and contextfree tasks. These results suggest that the use of factories can and should be avoided in many cases where other techniques, such as constructors or class clusters, can be used instead. ©2007 IEEE."
"Stylos J., Clarke S.";"Usability implications of requiring parameters in objects' constructors";"The usability of APIs is increasingly important to programmer productivity. Based on experience with usability studies of specific APIs, techniques were explored for studying the usability of design choices common to many APIs. A comparative study was performed to assess how professional programmers use APIs with required parameters in objects' constructors as opposed to parameterless ""default"" constructors. It was hypothesized that required parameters would create more usable and self-documenting APIs by guiding programmers toward the correct use of objects and preventing errors. However, in the study, it was found that, contrary to expectations, programmers strongly preferred and were more effective with APIs that did not require constructor parameters. Participants' behavior was analyzed using the cognitive dimensions framework, and revealing that required constructor parameters interfere with common learning strategies, causing undesirable premature commitment. © 2007 IEEE."
"Nirnimesh, Harish P., Narayanan P.J.";"Garuda: A scalable tiled display wall using commodity PCs";"Cluster-based tiled display walls can provide cost-effective and scalable displays with high resolution and a large display area. The software to drive them needs to scale too if arbitrarily large displays are to be built. Chromium is a popular software API used to construct such displays. Chromium transparently renders any OpenGL application to a tiled display by partitioning and sending individual OpenGL primitives to each client per frame. Visualization applications often deal with massive geometric data with millions of primitives. Transmitting them every frame results in huge network requirements that adversely affect the scalability of the system. In this paper, we present Garuda, a client-server-based display wall framework that uses off-the-shelf hardware and a standard network. Garuda Is scalable to large tile configurations and massive environments. It can transparently render any application built using the Open Scene Graph (OSG) API to a tiled display without any modification by the user. The Garuda server uses an object-based scene structure represented using a scene graph. The server determines the objects visible to each display tile using a novel adaptive algorithm that culls the scene graph to a hierarchy of frustums. Required parts of the scene graph are transmitted to the clients, which cache them to exploit the interframe redundancy. A multicast-based protocol is used to transmit the geometry to exploit the spatial redundancy present in tiled display systems. A geometry push philosophy from the server helps keep the clients in sync with one another. Neither the server nor a client needs to render the entire scene, making the system suitable for interactive rendering of massive models. Transparent rendering is achieved by intercepting the cull, draw, and swap functions of OSG and replacing them with our own. We demonstrate the performance and scalability of the Garuda system for different configurations of display wall. We also show that the server and network loads grow sublinearly with the increase in the number of tiles, which makes our scheme suitable to construct very large displays. © 2007 IEEE.";"Large-scale displays, Parallel visualization and graphics clusters, Visualization over networks"
"Rich C., Sidner C.L.";"DiamondHelp: A generic collaborative task guidance system";"DiamondHelp is a generic collaborative task guidance system motivated by the current usability crisis in high-tech home products. It combines an application-independent conversational interface (adapted from online chat programs) with an application-specific direct-manipulation interface. DiamondHelp is implemented in Java and uses Collagen for representing and using task models. Copyright © 2007, Association for the Advancement of Artificial Intelligence. All rights reserved."
"Mitter F., Stopper M.";"Advantages of using language integrated queries technology";"Current object oriented programming languages require additional application programming interfaces (API's) to access the stored data in relational databases. Therefore an investment of learning-overhead is necessary. Additionally missing compiler support and IntelliSense feature do not simplify the situation as well as the case for doubling-up possible error sources regarding to be on the way in two worlds. A combination of features in upcoming Microsoft C# 3.0 (generics, anonymous delegates, lambda expressions, query expressions - LINQ) can achieve the desired goals without facing these disadvantages. While in beta phase this solution lacks usability, but Microsoft company announced to implement LINQ in Visual Studio 2008 (Codename Orcas) with many more upgrades like a control element for an appropriate data source. Substitutional there are different object relational mappers available that image database tables in objects, but if the company's development progress will be as expected, after all LINQ technology would be the most effective solution for the creation of data driven applications.";".net framework technology, Compile time syntax checking, Generic query syntax, Language integrated query"
"Xie T., Pei J.";"MAPO: Mining API usages from open source repositories";"To improve software productivity, when constructing new software systems, developers often reuse existing class libraries or frameworks by invoking their APIs. Those APIs, however, are often complex and not well documented, posing barriers for developers to use them in new client code. To get familiar with how those APIs are used, developers may search the Web using a general search engine to find relevant documents or code examples. Developers can also use a source code search engine to search open source repositories for source files that use the same APIs. Nevertheless, the number of returned source files is often large. It is difficult for developers to learn API usages from a large number of returned results. In order to help developers understand API usages and write API client code more effectively, we have developed an API usage mining framework and its supporting tool called MAPO (for Mining API usages from Open source repositories). Given a query that describes a method, class, or package for an API, MAPO leverages the existing source code search engines to gather relevant source files and conducts data mining. The mining leads to a short list of frequent API usages for developers to inspect. MAPO currently consists of five components: a code search engine, a source code analyzer, a sequence preprocessor, a frequent sequence miner, and a frequent sequence post processor. We have examined the effectiveness of MAPO using a set of various queries. The preliminary results show that the framework is practical for providing informative and succinct API usage patterns. Copyright 2006 ACM.";"application programming interfaces, mining software repositories, program comprehension"
"Ball T., Bounimova E., Cook B., Levin V., Lichtenberg J., McGarvey C., Ondrusek B., Rajamani S.K., Ustuner A.";"Thorough static analysis of device drivers";"Bugs in kernel-level device drivers cause 85% of the system crashes in the Windows XP operating system [44]. One of the sources of these errors is the complexity of the Windows driver API itself: programmers must master a complex set of rules about how to use the driver API in order to create drivers that are good clients of the kernel. We have built a static analysis engine that finds API usage errors in C programs. The Static Driver Verifier tool (SDV) uses this engine to find kernel API usage errors in a driver. SDV includes models of the OS and the environment of the device driver, and over sixty API usage rules. SDV is intended to be used by driver developers ""out of the box."" Thus, it has stringent requirements: (1) complete automation with no input from the user, (2) a low rate of false errors. We discuss the techniques used in SDV to meet these requirements, and empirical results from running SDV on over one hundred Windows device drivers.";"Formal verification, Software model checking"
